#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A37492
#Date Time: 2023-06-27 08:42:32.768
#Sample rate: 80Hz
#Samples: 4991
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-33.8375,1.671193732997449
-33.825,1.674854773694524
-33.8125,1.674854773694524
-33.8,1.674854773694524
-33.7875,1.674854773694524
-33.775,1.678515814391599
-33.7625,1.678515814391599
-33.75,1.685837895785749
-33.7375,1.696821017876974
-33.725,1.729770384150648
-33.7125,1.799330157395071
-33.7,1.909161378307317
-33.6875,2.062925087584463
-33.675,2.245977122438208
-33.6625,2.443673320080252
-33.65,2.641369517722296
-33.6375,2.828082593273116
-33.625,2.981846302550262
-33.6125,3.106321686250808
-33.6,3.190525622283531
-33.5875,3.23445811064843
-33.575,3.252763314133804
-33.5625,3.238119151345504
-33.55,3.20516978507183
-33.5375,3.157576256009857
-33.525,3.102660645553733
-33.5125,3.051406075794685
-33.5,2.985507343247336
-33.4875,2.912286529305839
-33.475,2.835404674667266
-33.4625,2.754861779331618
-33.45,2.670657843298895
-33.4375,2.590114947963248
-33.425,2.513233093324675
-33.4125,2.450995401474402
-33.4,2.396079791018278
-33.3875,2.348486261956305
-33.375,2.311875854985556
-33.3625,2.275265448014807
-33.35,2.234994000346983
-33.3375,2.194722552679159
-33.325,2.15079006431426
-33.3125,2.099535494555212
-33.3,2.040958843402014
-33.2875,1.97872115155174
-33.275,1.916483459701467
-33.2625,1.854245767851194
-33.25,1.788347035303846
-33.2375,1.718787262059423
-33.225,1.652888529512075
-33.2125,1.590650837661802
-33.2,1.532074186508603
-33.1875,1.47715857605248
-33.175,1.433226087687581
-33.1625,1.392954640019757
-33.15,1.360005273746083
-33.1375,1.334377988866559
-33.125,1.312411744684109
-33.1125,1.301428622592885
-33.1,1.29044550050166
-33.0875,1.28312341910751
-33.075,1.279462378410436
-33.0625,1.279462378410436
-33.05,1.28312341910751
-33.0375,1.286784459804585
-33.025,1.286784459804585
-33.0125,1.29776758189581
-33,1.308750703987035
-32.9875,1.319733826078259
-32.975,1.327055907472409
-32.9625,1.334377988866559
-32.95,1.330716948169484
-32.9375,1.327055907472409
-32.925,1.316072785381184
-32.9125,1.301428622592885
-32.9,1.294106541198735
-32.8875,1.29044550050166
-32.875,1.29044550050166
-32.8625,1.29776758189581
-32.85,1.327055907472409
-32.8375,1.400276721413907
-32.825,1.528413145811528
-32.8125,1.700482058574048
-32.8,1.905500337610242
-32.7875,2.128823820131811
-32.775,2.355808343350454
-32.7625,2.568148703780798
-32.75,2.747539697937468
-32.7375,2.893981325820464
-32.725,3.000151506035636
-32.7125,3.066050238582984
-32.7,3.091677523462509
-32.6875,3.088016482765434
-32.675,3.066050238582984
-32.6625,3.02577879091516
-32.65,2.981846302550262
-32.6375,2.930591732791213
-32.625,2.872015081638015
-32.6125,2.809777389787742
-32.6,2.736556575846244
-32.5875,2.659674721207671
-32.575,2.571809744477874
-32.5625,2.491266849142226
-32.55,2.414384994503653
-32.5375,2.348486261956305
-32.525,2.293570651500181
-32.5125,2.249638163135283
-32.5,2.220349837558683
-32.4875,2.191061511982084
-32.475,2.16543422710256
-32.4625,2.136145901525961
-32.45,2.099535494555212
-32.4375,2.055603006190313
-32.425,2.00068739573419
-32.4125,1.942110744580992
-32.4,1.872550971336568
-32.3875,1.802991198092145
-32.375,1.733431424847723
-32.3625,1.667532692300374
-32.35,1.605295000450101
-32.3375,1.546718349296903
-32.325,1.495463779537854
-32.3125,1.447870250475881
-32.3,1.407598802808057
-32.2875,1.374649436534383
-32.275,1.352683192351933
-32.2625,1.338039029563634
-32.25,1.323394866775334
-32.2375,1.312411744684109
-32.225,1.308750703987035
-32.2125,1.308750703987035
-32.2,1.308750703987035
-32.1875,1.316072785381184
-32.175,1.327055907472409
-32.1625,1.338039029563634
-32.15,1.349022151654858
-32.1375,1.367327355140233
-32.125,1.381971517928533
-32.1125,1.392954640019757
-32.1,1.396615680716832
-32.0875,1.396615680716832
-32.075,1.392954640019757
-32.0625,1.389293599322682
-32.05,1.385632558625607
-32.0375,1.385632558625607
-32.025,1.381971517928533
-32.0125,1.385632558625607
-32,1.389293599322682
-31.9875,1.396615680716832
-31.975,1.414920884202207
-31.9625,1.451531291172955
-31.95,1.535735227205678
-31.9375,1.674854773694524
-31.925,1.865228889942419
-31.9125,2.088552372463987
-31.9,2.32285897707678
-31.8875,2.557165581689574
-31.875,2.776828023514068
-31.8625,2.974524221156112
-31.85,3.131948971130333
-31.8375,3.245441232739654
-31.825,3.311339965287002
-31.8125,3.344289331560676
-31.8,3.340628290863601
-31.7875,3.311339965287002
-31.775,3.271068517619178
-31.7625,3.21981394786013
-31.75,3.168559378101081
-31.7375,3.113643767644958
-31.725,3.04774503509761
-31.7125,2.974524221156112
-31.7,2.890320285123389
-31.6875,2.802455308393592
-31.675,2.718251372360869
-31.6625,2.637708477025221
-31.65,2.571809744477874
-31.6375,2.51689413402175
-31.625,2.469300604959777
-31.6125,2.429029157291953
-31.6,2.392418750321204
-31.5875,2.355808343350454
-31.575,2.319197936379706
-31.5625,2.278926488711882
-31.55,2.231332959649908
-31.5375,2.176417349193785
-31.525,2.114179657343512
-31.5125,2.044619884099089
-31.5,1.971399070157591
-31.4875,1.901839296913168
-31.475,1.82861848297167
-31.4625,1.762719750424321
-31.45,1.700482058574048
-31.4375,1.64190540742085
-31.425,1.586989796964727
-31.4125,1.535735227205678
-31.4,1.488141698143705
-31.3875,1.447870250475881
-31.375,1.414920884202207
-31.3625,1.385632558625607
-31.35,1.367327355140233
-31.3375,1.356344233049008
-31.325,1.352683192351933
-31.3125,1.356344233049008
-31.3,1.360005273746083
-31.2875,1.363666314443158
-31.275,1.367327355140233
-31.2625,1.370988395837308
-31.25,1.378310477231458
-31.2375,1.385632558625607
-31.225,1.389293599322682
-31.2125,1.392954640019757
-31.2,1.396615680716832
-31.1875,1.392954640019757
-31.175,1.389293599322682
-31.1625,1.381971517928533
-31.15,1.374649436534383
-31.1375,1.367327355140233
-31.125,1.367327355140233
-31.1125,1.370988395837308
-31.1,1.374649436534383
-31.0875,1.381971517928533
-31.075,1.403937762110982
-31.0625,1.45519233187003
-31.05,1.565023552782277
-31.0375,1.729770384150648
-31.025,1.934788663186842
-31.0125,2.169095267799635
-31,2.410723953806578
-30.9875,2.641369517722296
-30.975,2.846387796758491
-30.9625,3.01845670952101
-30.95,3.142932093221557
-30.9375,3.223474988557205
-30.925,3.263746436225029
-30.9125,3.271068517619178
-30.9,3.252763314133804
-30.8875,3.21249186646598
-30.875,3.164898337404007
-30.8625,3.109982726947883
-30.85,3.044083994400535
-30.8375,2.974524221156112
-30.825,2.890320285123389
-30.8125,2.802455308393592
-30.8,2.714590331663794
-30.7875,2.623064314236922
-30.775,2.542521418901274
-30.7625,2.469300604959777
-30.75,2.407062913109503
-30.7375,2.355808343350454
-30.725,2.315536895682631
-30.7125,2.282587529408957
-30.7,2.249638163135283
-30.6875,2.216688796861609
-30.675,2.18007838989086
-30.6625,2.139806942223036
-30.65,2.088552372463987
-30.6375,2.040958843402014
-30.625,1.98604323294589
-30.6125,1.923805541095617
-30.6,1.857906808548269
-30.5875,1.788347035303846
-30.575,1.726109343453573
